license_id,address
str-05265l,5303 encina dr 92114
str-01649l,1855 diamond st #224 92109
str-05229l,3455 ocean front walk 92109
str-01332l,4465 ocean blvd #13 92109
str-04575l,3648 bayside walk 92109
str-04797l,842 loma valley rd 92106
str-04534l,7345 remley pl 92037
str-05938l,4860 rol% court #73 92115
str-05949l,4641 larkspur st 92107
str-03781l,809 liverpool court 92109
str-02573l,720 redondo court #720 92109
str-00059l,1959 columbia st 92101
str-00170l,2118 grand ave 92109
str-00939l,2990 mission blvd #203 92109
str-02749l,3991 georgia st 92103
str-01533l,3355 ocean front walk #d 92109
str-04093l,3769 ocean front walk 92109
str-04208l,527 genter st 92037
str-01304l,817 san luis rey pl 92109
str-02873l,7990 via capri 92037
str-00834l,719 seagirt court 92109
str-03418l,3979 ocean front walk 92109
str-03368l,3750 bayside walk #3 92109
str-06240l,3168 reynard wy 92103
str-06795l,4540 jutland pl 92117
str-00446l,1412 virginia wy #b 92037
str-00470l,4361 4361 argos dr 92116
str-03867l,4811 lotus st 92107
str-03936l,3650 wightman st 92104
str-05678l,4451 ohio st 92116
str-05686l,6543 bougainville rd 92139
str-05706l,5521 nw beaumont ave ave 92037
str-00950l,1145 grand ave 92109
str-01030l,808 w brookes ave 92103
str-06049l,1281 van nuys st 92109
str-06101l,6108 pasatiempo ave 92120
str-06906l,1620 mission cliff dr 92116
str-06937l,3365 ibis st 92103
str-02253l,812 sunset court 92109
str-02976l,242 w cedar st 92101
str-04112l,241 ivy st #c 92101
str-03021l,838 rockaway court 92109
str-02320l,3476 reynard wy 92103
str-02324l,3464 reynard wy #1 92103
str-01053l,4646 robbins st 92122
str-06032l,721 san fernando pl 92109
str-06039l,5940 la jolla blvd 92037
str-04022l,4187 beta st 92113
str-02778l,3679 bayside ln 92109
str-03242l,727 whiting court 92109
str-05045l,717 4th ave #203 92101
str-05085l,3363 mission blvd 92109
str-05089l,931 opal st 92109
str-02306l,803 toulon court 92109
str-02689l,3715 10th ave 92103
str-03538l,5125 cass st 92109
str-00456l,3766 curlew st 92103
str-01754l,5059 niagara ave #3 92107
str-05626l,4172 jamul ave 92113
str-05639l,715 law st 92109
str-01630l,1860 oliver ave 92109
str-05657l,4757 w mountain view dr 92116
str-00784l,904 madison ave 92116
str-02715l,3545 cherokee ave #1/2 92104
str-03027l,3528 mission blvd #3 92109
str-00146l,2852 landis st 92104
str-00406l,4138 lemonseed dr 92154
str-00475l,4062 antiem st 92111
str-04268l,3171 k st 92102
str-04647l,2619 imperial ave 92113
str-03497l,1139 felspar 92109
str-05655l,4264 biona pl #lower 92116
str-00793l,1080 missouri st 92109
str-02781l,4365 wilson ave 92104
str-02964l,5153 muir ave 92107
str-03070l,3792 1/5 mission blvd 92109
str-06158l,2133 franklin ave 92113
str-06356l,4157 madison ave 92116
str-06364l,5345 vickie dr 92109
str-06386l,4877 collwood blvd #a 92115
str-06551l,3168 courser ave 92117
str-06697l,7005 la jolla blvd 92037
str-00103l,4894 mount armour dr 92111
str-00169l,2254 westland ave 92104
str-06680l,3720 07 ave 92103
str-06704l,3801 belmont ave 92116
str-00017l,3353 fox pl 92117
str-00121l,1474 tho% ave 92109
str-00168l,4944 coronado ave 92107
str-00349l,4110 udall st #a 92107
str-00434l,1010 27th st 92102
str-00460l,4689 49th st 92115
str-04290l,719 santa rita pl #a 92109
str-04114l,3292 j st 92102
str-01829l,4885 lotus st 92107
str-03832l,3617 mission blvd 92109
str-01013l,3673 curlew st #two 92103
str-01132l,3769 riviera dr #2 92109
str-06926l,1626 clemson circle 92037
str-06993l,4873 narragansett ave 92107
str-07017l,2104 market st 92102
str-07090l,2643 2643 tokalon 92110
str-01143l,4770 pescadero ave 92107
str-06314l,4660 voltaire st 92107
str-06346l,4870 aberdeen st 92117
str-00369l,5033 niagara ave 92107
str-00961l,3122 island ave 92102
str-02959l,2957 erie st 92117
str-02973l,3888 riviera dr #204 92109
str-01467l,4841 muir ave 92107
str-04274l,822 santa clara pl 92109
str-04193l,721 9th ave #8 92101
str-03529l,4878 santa monica ave #b 92107
str-05121l,717 4th ave #202 92101
str-05178l,4890 mission blvd 92109
str-04468l,207 19th st #d 92102
str-03141l,3690 cherokee ave 92104
str-01161l,746 isthmus court 92109
str-02958l,1704 monroe ave 92116
str-05614l,3309 boundary st 92104
str-04994l,708 verona court 92109
str-03787l,1860 06th ave #206 92101
str-04368l,7452 eads ave 92037
str-05566l,3989 georgia st 92103
str-06042l,5850 estelle st 92115
str-06057l,3465 ocean front walk 92109
str-00635l,4767 ocean blvd #604 92109
str-03018l,3708 riviera dr 92109
str-00300l,760 31st st 92102
str-02553l,3755 oceanfront walk #18 92109
str-01231l,2866 myrtle ave 92104
str-05091l,3553 06 ave 92103
str-03499l,5172 brighton ave 92107
str-03405l,4271 mission blvd 92109
str-04012l,2217 polk ave 92104
str-05963l,4813 muir ave 92107
str-05977l,13010 longboat wy 92014
str-05985l,3743 udall st 92107
str-04939l,3761 oleander dr 92106
str-02163l,4021 honeycutt st 92109
str-04953l,6878 country club dr 92037
str-00142l,818 emerald st #1 92109
str-02954l,1558 burton st 92111
str-03632l,3458 bayside walk 92109
str-06003l,1915 monroe ave 92116
str-01972l,2425 india st #1b 92101
str-05546l,2325 etiwanda st 92107
str-05554l,4907 coconino wy 92117
str-04405l,5082 brighton ave 92107
str-01036l,633 missouri st #19 92109
str-05087l,3835 3rd ave #9 92103
str-01337l,1805 oliver ave 92109
str-01457l,8020 la jolla shores drive dr 92037
str-04749l,737 devon court 92109
str-01744l,4361 college ave 92115
str-04081l,3677 bayside ln 92109
str-04737l,2125 w california st 92110
str-04600l,3791 3791 broadway 92102
str-04598l,710 venice court 92109
str-04467l,207 19th st #b 92102
str-03239l,2478 j st 92102
str-01047l,8032 paseo del ocaso 92037
str-02166l,4896 dixie dr 92109
str-05600l,1335 diamond st 92109
str-01239l,923 hornblend st 92109
str-01309l,819 san luis rey pl 92109
str-01764l,6385 jeff st 92115
str-05060l,2395 cardinal dr #402 92123
str-03308l,11157 bootes st 92126
str-00388l,3312 30th st 92104
str-04608l,710 1/2 venice court 92109
str-05871l,5798 bellevue ave 92037
str-04605l,237 w grape st 92101
str-03696l,4873 cape may ave 92107
str-03817l,3911 kendall st 92109
str-02184l,908 pacific beach drive dr 92109
str-03461l,3771 ingraham st #404 92109
str-05583l,5138 bayard st 92109
str-00498l,721 manhattan court san diego 92109
str-01183l,2345 vallecitos 92037
str-04105l,616 prospect st jolla ca 92037
str-00620l,3546 31st street 92104
str-06117l,1015 hornblend st 92109
str-06204l,8024 linda vista rd #1f 92111
str-06542l,470 22nd st 92102
str-00520l,1828 law st 92109
str-05059l,717 fourth ave #201 92101
str-01154l,4541 adair st 92107
str-04609l,207 19th st #c 92102
str-02696l,3919 harney st 92110
str-04626l,925 opal st 92109
str-04928l,1311 la palma st ## 9 92109
str-03222l,527 westbourne st #a 92037
str-05594l,4869 kenmore 92116
str-03408l,3384 boundary st 92104
str-04266l,1042 missouri st 92109
str-01220l,816 isthmus court 92109
str-00755l,718 san luis rey pl 92109
str-06132l,2826 mission blvd #1 92109
str-06156l,7952 n la jolla scenic dr 92037
str-06399l,1017 40th st 92102
str-00193l,1412 virginia wy 92037
str-02429l,720 isthmus court 92109
str-02205l,1076 pacific beach dr 92109
str-02001l,6633 electric ave 92037
str-06124l,3876 bayside ln 92109
str-06407l,3515 bayonne dr 92109
str-06526l,3295 c st #229 92102
str-00120l,5423 del cerro blvd 92120
str-00292l,4268 manzanita dr 92105
str-03905l,4131 mississippi st 92104
str-04337l,4639 mississippi st 92116
str-05843l,12898 ralston cr 92130
str-05066l,4701 67th st 92115
str-01795l,724 sutter st 92103
str-04469l,1242 opal st 92109
str-00667l,3927 twiggs st 92110
str-05880l,3562 island ave 92102
str-00407l,8630 macawa ave 92123
str-01927l,4126 monroe ave 92116
str-02608l,1214 archer st 92109
str-05593l,1762 columbia st #a 92101
str-02352l,725 san rafael pl 92109
str-05663l,535 fern glen ave 92037
str-05667l,537 fern glen ave #1/2 92037
str-00783l,1195 angelus ave 92114
str-06503l,3665 alabama st 92104
str-06864l,512 sampson st #512 92113
str-03527l,4878 santa monica ave #a 92107
str-01403l,4015 hamilton st 92104
str-02356l,2650 w broadway 92102
str-05591l,223 w date st #3 92101
str-05606l,760 ne 05 ave #b 92101
str-03689l,8463 el paseo grande 92037
str-00509l,3215 juniper st 92104
str-00740l,110 w pennsylvania ave 92103
str-03123l,4659 texas st #4 92116
str-06195l,1172 klauber ave 92114
str-06235l,1966 diamond st #2 92109
str-06362l,3020 01 ave 92103
str-06391l,3275 c st #119 92102
str-00092l,4674 narragansett ave #1 92107
str-00147l,5620 adams ave 92115
str-00258l,1368 gertrude st 92110
str-00431l,4609 jutland dr 92117
str-00476l,1036 wilbur ave 92109
str-00863l,1006 oliver ave 92109
str-00219l,3208 bancroft st 92104
str-00438l,5648 la jolla hermosa ave 92037
str-03922l,4139 taos dr 92117
str-04165l,13521 caminito mendiola #1 92130
str-04348l,3160 ivy st 92104
str-01706l,720 ensenada court 92109
str-04967l,2002 parrot st 92105
str-03046l,742 avalon court 92109
str-06153l,433 g street st #303 92101
str-06359l,15952 15952 camino codorniz 92127
str-06375l,355 gravilla st 92037
str-06524l,2924 landis st 92104
str-06700l,12850 via grimaldi 92014
str-06787l,919 tourmaline st 92109
str-00085l,1901 titus st 92110
str-04139l,1504 india st #c 92101
str-03445l,3850 strand wy 92109
str-03285l,875 missouri st 92109
str-00992l,5116 w point loma blvd 92107
str-05281l,1332 w grand ave #2 92109
str-06110l,722 capistrano pl #a 92109
str-05573l,4557 felton st 92116
str-05582l,4992 35 st 92116
str-01497l,719 capistrano pl 92109
str-00883l,4479 swift ave 92116
str-00174l,7540 mar ave 92037
str-01543l,808 san luis rey pl 92109
str-04134l,734 pismo court #4 92109
str-00572l,4815 bancroft st 92116
str-00590l,6758 saranac st 92115
str-00622l,3857 leland st 92106
str-00744l,4643 el penon wy 92117
str-02887l,2544 juan st 92110
str-06393l,1129 26th st 92102
str-06528l,3275 c st #208 92102
str-06689l,5118 constitution rd 92117
str-00297l,2152 cable st 92107
str-03437l,4451 hermosa wy 92103
str-03652l,5712 rutgers rd 92037
str-04063l,3101 horton ave 92103
str-04124l,1420 diamond st 92109
str-04244l,6760 aviation dr #2 92114
str-04733l,2735 ocean front walk 92109
str-03882l,886 felspar st 92109
str-05832l,342 kalmia st 92101
str-02546l,3416 crown point dr 92109
str-03462l,819 dover court 92109
str-05865l,5050 cape may ave 92107
str-05859l,4786 oregon st 92116
str-04128l,3525 isla vista dr 92105
str-02718l,2876 palomino 92037
str-01263l,3330 albatross st 92103
str-01971l,3453 mission blvd 92109
str-05664l,1475 island ave #2605 92101
str-04083l,5965 sallisaw court 92120
str-06164l,4705 santa cruz ave 92107
str-06180l,3961 b st 92102
str-06384l,1358 loring st 92109
str-06687l,1615 clemson cr 92037
str-00347l,4572 niagara ave 92107
str-03629l,2051 illion st 92110
str-04052l,4502 aragon dr 92115
str-02864l,825 brighton court #825 92109
str-05846l,12678 monterey cypress wy 92130
str-02615l,355 21 st #3a 92102
str-01694l,3260 monroe ave 92116
str-04918l,4786 long branch ave #1/2 92107
str-02032l,5360 la jolla blvd 92037
str-03560l,4405 cather ave 92122
str-02985l,4050 mission blvd 92109
str-05635l,3852 swift ave 92104
str-04922l,2071 garnet ave 92109
str-03113l,319 rosecrans st 92106
str-00829l,4269 lamont st 92109
str-00154l,7450 high ave 92037
str-00230l,4424 highland ave 92115
str-03803l,2218 31st st 92104
str-02058l,716 windemere court 92109
str-01218l,4514 cochise wy 92117
str-01756l,2216 etiwanda st 92107
str-02502l,3798 oneida place pl 92103
str-06791l,7783 canyon point ln 92126
str-00229l,4424 33rd st 92116
str-00270l,4762 castle ave 92105
str-00320l,4654 bermuda ave 92107
str-03650l,7806 sendero angelica 92127
str-01063l,807 santa barbara pl 92109
str-03495l,1920 beryl st 92109
str-04088l,4767 ocean blvd #102 92109
str-01930l,12804 via esperia 92014
str-00938l,814 ensenada court 92109
str-05268l,1611 cable st 92107
str-05285l,3215 whittier st 92106
str-06024l,2221 felspar st #a 92109
str-01977l,911 tourmaline st 92109
str-06918l,1811 sheridan ave 92103
str-07058l,7911 el paseo grande 92037
str-02980l,1353 grand ave 92109
str-02702l,807 devon court 92109
str-06298l,3722 granada ave 92104
str-02348l,3737 strandway #b 92109
str-02112l,545 17th st 92101
str-02595l,5018 muir ave 92107
str-05852l,2730 1st ave #101 92103
str-03697l,4159 first ave 92103
str-02901l,12119 callado rd 92128
str-03870l,1860 6th ave #201 92101
str-03469l,830 ormond court #3 92109
str-01741l,735 cornish dr 92107
str-03314l,4767 ocean blvd #201 92109
str-04708l,4963 brillo st 92117
str-03554l,372 nautilus st 92037
str-00564l,6713 vista del mar ave diego ca 92037
str-04889l,5509 la jolla blvd #b 92037
str-04919l,4667 ocean blvd #313 92109
str-03168l,4161 udall st #b 92107
str-00738l,8158 kenova st 92126
str-02815l,219 22nd st 92102
str-02932l,514 gravilla pl 92037
str-03116l,3904 bayside walk 92109
str-06115l,2902 dale st 92104
str-05688l,1624 missouri st 92109
str-04599l,4902 w point loma blvd 92107
str-00881l,100 park pz 92101
str-06016l,718 kingston court 92109
str-06031l,725 san fernando pl 92109
str-00959l,4839 muir ave 92107
str-04734l,2922 bayside walk #d 92109
str-03393l,4763 wilson ave 92116
str-05224l,1428 upas st 92103
str-03241l,725 whiting court 92109
str-03409l,6709 vista del mar ave #b 92037
str-03426l,3820 adams ave 92116
str-02935l,2140 lincoln ave 92104
str-01078l,4430 morrell st 92109
str-04895l,3212 mission blvd #3 92109
str-00833l,814 san juan pl 92109
str-05629l,554 los angeles pl 92114
str-03453l,3771 ingraham st #406 92109
str-02443l,1845 frankfort st 92110
str-04206l,616 prospect st jolla ca 92037
str-00683l,7964 calle de la plata 92037
str-06390l,2042 f st #3 92102
str-06398l,3295 c st #210 92102
str-06702l,1311 olivet st 92037
str-00049l,4445 narragansett ave 92107
str-00371l,6276 camino de la costa 92037
str-03392l,360 35th st 92102
str-03483l,4980 twain ave 92120
str-03627l,825 allerton court 92109
str-04048l,4156 couts st 92103
str-03058l,704 sunset court 92109
str-00135l,2651 greentree ln 92037
str-00223l,8561 onalaska ave 92123
str-03599l,3043 ivy st 92104
str-04023l,3000 e st #2 92102
str-03310l,720 wilbur ave #1 92109
str-00600l,3963 lamont st 92109
str-03828l,809 devon court 92109
str-00909l,7412 7412 stoneview court ct 92119
str-06064l,3045 dumas st 92106
str-06957l,3117 jemez dr 92117
str-06914l,712 fort stockton dr 92103
str-03421l,3640 florida st 92104
str-06997l,4832 sparks ave 92110
str-07021l,6255 rancho mission rd #107 92108
str-07037l,4461 ocean blvd #75 92109
str-07045l,3277 berger ave #54 92123
str-06507l,866 22nd st 92102
str-07142l,5076 auburn dr 92105
str-07158l,3667 herman ave #a 92104
str-07206l,1205 savoy st 92107
str-06679l,1255 essex st #1255 92103
str-00216l,4363 maryland st 92103
str-00226l,859 tourmaline st 92109
str-00318l,1335 clove st 92106
str-04282l,5520 olvera ave 92114
str-02907l,11168 acaso wy 92126
str-01010l,3684 jewell st 92109
str-01172l,2829 ocean front walk walk #a 92109
str-07074l,7160 e shoreline dr #4210 92122
str-07105l,4666 mission ave #7 92116
str-05327l,1141 fleetridge dr 92106
str-01119l,2820 bayside walk #3 92109
str-02345l,7946 calle de la plata #b 92037
str-03548l,6242 thorn st 92115
str-00924l,4511 altadena ave 92115
str-03672l,2816 29th st 92104
str-03755l,2104 front st #1 92101
str-02895l,1597 calle alta 92037
str-05876l,7411 7411 herschel ave ave #2c 92037
str-03683l,2501 l st 92102
str-01522l,4921 del mar ave #a 92107
str-03037l,867 tourmaline st 92109
str-04838l,4826 newport ave #b 92107
str-01790l,6632 cartwright st 92120
str-03220l,2960 j st 92102
str-00768l,5736 lauretta st #12 92110
str-06160l,3327 vancouver ave 92104
str-06231l,4333 donald ave 92117
str-06523l,2920 landis st 92104
str-06699l,723 1/2 jamaica court 92109
str-04240l,1504 lieta st st 92110
str-04300l,717 santa rita pl 92109
str-01839l,4071 haines st 92109
str-00538l,2062 san diego ave 92110
str-06089l,4319 del monte ave ave 92107
str-07024l,12930 calle de las rosas 92129
str-07049l,1911 e thomas ave 92109
str-06289l,802 vanitie court 92109
str-06510l,747 10th ave 92101
str-06671l,6567 carthage st 92120
str-00276l,1804 29th st 92102
str-00327l,2432 palermo dr 92106
str-00351l,3333 oliphant st 92106
str-00383l,2050 bal% 92109
str-00411l,3030 guilitoy ave 92117
str-00462l,1347 lehigh st 92110
str-03296l,1704 soledad wy 92109
str-03319l,720 wilbur ave #4 92109
str-04825l,4090 fanuel st #2c 92109
str-06054l,6435 tooley st #45 92114
str-06994l,1247 sea fire pt 92154
str-07018l,5002 mount gaywas dr 92117
str-07034l,3667 41 st 92105
str-05581l,665 wrelton dr 92037
str-02448l,4752 lotus st 92107
str-06211l,745 robinson ave 92103
str-06219l,337 30th st 92102
str-06541l,724 rockaway court #1/2 92109
str-06695l,13027 calle caballeros 92129
str-06790l,4322 falcon st 92103
str-00014l,412 los alamos dr 92114
str-03723l,4921 uvada pl 92116
str-04111l,4320 falcon st 92103
str-00041l,3112 nimitz blvd 92106
str-05682l,7447 draper ave #b 92037
str-05276l,3996 market st 92102
str-03611l,12929 via latina 92014
str-06096l,2645 garnet ave 92109
str-06992l,7820 e roseland dr 92037
str-04794l,2900 nichols st 92106
str-06297l,4658 voltaire st 92107
str-06502l,812 812 firethorn st 92154
str-06720l,1162 law st 92109
str-07285l,5107 narragansett ave #203 92107
str-03449l,3771 ingraham st #408 92109
str-05660l,5173 brighton ave #7 92107
str-00549l,4516 42nd st 92116
str-02849l,1115 sorrento dr 92107
str-06192l,820 law st 92109
str-06216l,100 park plaza #1403 92101
str-06232l,3463 s oceanfront walk 92109
str-06676l,2330 calle del oro 92037
str-00182l,1717 thomas 92109
str-00343l,6568 radcliffe dr 92122
str-03457l,365 nautilus st 92037
str-03681l,2950 broadway #14 92102
str-02592l,3750 jewell st 92109
str-05683l,2746 treat st 92102
str-01572l,3755 ocean front walk walk #14 92109
str-01153l,2173 cordero rd 92014
str-05289l,1031 alexandria dr 92107
str-06087l,631 w pennsylvania ave ave 92103
str-06139l,3568 29th st 92104
str-01142l,2761 marathon dr 92123
str-02669l,3675 bayside ln 92109
str-05061l,801 kingston court 92109
str-03765l,207 19th st #a 92102
str-03115l,3755 ocean front walk #1 92109
str-03266l,4767 ocean blvd #612 92109
str-05595l,1764 columbia st #b 92101
str-02598l,3349 landis st 92104
str-05616l,3805 n 49th st 92105
str-02635l,3739 haines st 92109
str-04028l,610 chalcedony st #6 92109
str-05658l,3985 georgia st 92103
str-00523l,7602 1/2 eads ave #1/2 92037
str-00665l,719 balboa court 92109
str-03258l,714 el carmel pl 92109
str-06118l,1013 hornblend st 92109
str-06142l,6896 cibola rd 92120
str-06221l,4092 goldfinch st 92103
str-06535l,4479 44th st 92115
str-06681l,4762 del mar ave 92107
str-07029l,1030 1030 law street 92109
str-07094l,4724 cereza st 92102
str-07102l,3005 33rd st 92104
str-07109l,3254 greely ave 92113
str-06302l,2781 worden st 92110
str-06492l,4300 se 4300 newton ave ave #81 92113
str-06645l,4863 muir ave 92107
str-06751l,315 35th st 92102
str-06851l,5115 saratoga ave #7 92107
str-06860l,3080 university ave #1 92104
str-07190l,8020 hagans cr 92126
str-03008l,4754 saratoga ave 92107
str-05135l,840 felspar st 92109
str-04354l,3585 texas st 92104
str-07813l,729 queenstown court 92109
str-04278l,854 reed ave 92109
str-00847l,4828 orchard ave #b 92107
str-03447l,1068 e briarfield dr 92109
str-04950l,4022 sequoia st 92109
str-05077l,717 4th ave #304 92101
str-03885l,6855 friars rd #9 92108
str-06131l,1601 kettner blvd #22 92101
str-06210l,5206 soledad rd 92109
str-06797l,680 680 camino de la reina 2208 92108
str-00091l,3616 governor dr 92122
str-00119l,2652 a st #l 92102
str-00315l,12588 carmel creek rd #21 92130
str-04183l,4027 morrell st 92109
str-04550l,428 19 st 92102
str-00401l,2952 columbia st 92103
str-05598l,6831 neptune pl 92037
str-04806l,610 chalcedony st #8 92109
str-03977l,3874 riviera dr 92109
str-00910l,1704 westinghouse st 92111
str-00676l,719 devon court 92109
str-02723l,4289 quapaw ave 92117
str-02840l,4350 33rd st 92104
str-03045l,828 balboa court 92109
str-03157l,4831 w alder dr 92116
str-06112l,2066 talon wy 92123
str-06128l,3761 granada ave #1 92104
str-07120l,3209 xenophon st 92106
str-06494l,3132 38th street 92105
str-06648l,4719 coronado ave 92107
str-06777l,2929 brant st 92103
str-06895l,3725 3725 oleander dr 92106
str-07153l,1080 park blvd #1204 92101
str-07177l,3080 univeristy ave #3 92104
str-07277l,3940 ingraham #12-107 92109
str-03270l,4767 ocean blvd #209 92109
str-05216l,290 elvado wy 92114
str-07808l,2069 abbott st #3 92107
str-07879l,1233 bush st 92103
str-03237l,4411 santa monica ave 92107
str-06125l,3826 kettner blvd 92110
str-06173l,3505 ethan allen ave 92117
str-06408l,857 tourmaline st 92109
str-00294l,3560 07th ave 92103
str-00099l,4836 cannington dr 92117
str-05692l,4447 mcclintock st 92116
str-00176l,1070 56th st 92114
str-00240l,4927 lillian st 92110
str-00464l,4676 lotus st 92107
str-01302l,3520 33rd st 92104
str-03722l,6010 camino de la costa 92037
str-05860l,4931 southcrest ave 92110
str-05194l,1151 grand ave #b 92109
str-03522l,3640 princeton ave 92117
str-05869l,1519 kettner blvd 92101
str-05242l,5056 cape may ave 92107
str-01715l,5433 adams ave 92115
str-04638l,275 island ave 92101
str-04597l,2341 02nd ave 92101
str-05567l,2354 deerpark dr 92110
str-00766l,4730 noyes st #119 92109
str-02884l,4003 ocean front walk 92109
str-01620l,3234 vancouver ave 92104
str-03982l,610 chalcedony st #9 92109
str-02957l,4465 ocean blvd blvd #52 92109
str-05648l,3910 la cresta dr 92107
str-06518l,1602 upas st 92103
str-06726l,8859 corvus pl 92126
str-06863l,3663 richmond st 92103
str-07284l,4444 newport ave 92107
str-03125l,6986 whitney court 92111
str-04726l,3666 bayside walk 92109
str-04118l,1415 w montecito wy 92103
str-04287l,432 s bancroft st 92113
str-03099l,724 verona court 92109
str-00872l,1056 f st 92101
str-03824l,2808 bayside walk #b 92109
str-00986l,3418 monroe ave 92116
str-06053l,945 harbor view dr 92106
str-06934l,3852 01 ave #3852 1/2 92103
str-06969l,4220 36th st 92104
str-07041l,13653 tiverton rd 92130
str-01314l,3265 dwight st 92104
str-07113l,1202 novara st 92107
str-02145l,720 san luis obispo pl #e 92109
str-06322l,4131 lamont st 92109
str-07002l,4225 4225 arizona st #b 92104
str-07076l,822 06 ave #301 92101
str-07091l,3269 ibis st 92103
str-04549l,10220 keoki st 92126
str-06299l,4867 lotus st 92107
str-06496l,3224 idlewild wy 92117
str-06650l,837 portsmouth court 92109
str-06779l,6334 budlong lake ave 92119
str-06841l,7781 canyon point ln 92126
str-06857l,3162 2nd 92103
str-06865l,1438 vue du bay court 92109
str-07279l,4725 greene st 92107
str-02746l,1662 front st 92101
str-05116l,7850 roseland dr 92037
str-06363l,869 reef dr 92154
str-06400l,4327 n 42nd st #b 92105
str-06550l,1771 torrance st #1 92103
str-03512l,633 gravilla st 92037
str-04056l,5611 waverly ave 92037
str-04021l,3447 bayside walk 92109
str-06930l,2542 haller st 92104
str-01492l,4767 ocean blvd #810 92109
str-06637l,6619 linda vista rd #6 92111
str-06668l,4423 41st st 92116
str-06716l,4811 santa cruz ave 92107
str-04576l,722 s evans st #3 92113
str-03164l,4161 udall st #d 92107
str-05587l,2178 se irving ave 92113
str-02586l,4001 ocean front walk 92109
str-02987l,3880 bayside walk 92109
str-04194l,3675 vermont st 92103
str-04129l,734 pismo court #3 92109
str-00686l,1311 chalcedony st 92109
str-02874l,815 s coast blvd #815 1/2 92037
str-02939l,10449 la morada dr 92124
str-06140l,3791 swift ave 92104
str-06187l,1021 muirlands dr 92037
str-06703l,5395 napa st #209 92110
str-00165l,2942 arnoldson ave 92122
str-03567l,732 ormond court 92109
str-06792l,1161 surf crest dr 92154
str-00026l,2525 e st 92102
str-03579l,7570 cabrillo ave 92037
str-03494l,1920 beryl st #b 92109
str-04742l,5072 voltaire st 92107
str-06965l,4140 jewell st 92109
str-06981l,1812 hornblend st 92109
str-07005l,4572 hidalgo ave 92117
str-07062l,1040 flax court 92154
str-07087l,1440 sunset cliffs blvd 92107
str-07117l,3254 greely ave #1/2 92113
str-06499l,2229 poinsettia dr 92106
str-06730l,5024 muir ave 92107
str-06774l,796 796 amiford dr 92107
str-06782l,3570 louisiana st 92104
str-07182l,8171 lapiz dr 92126
str-04763l,2069 morena blvd #d 92110
str-05188l,5223 rincon st 92115
str-02395l,2610 torrey pines rd #d29 92037
str-06452l,4726 brighton ave 92107
str-06460l,1417 pacific beach dr 92109
str-03186l,217 w robinson ave 92103
str-03228l,10350 caminito cuervo #111 92108
str-01743l,825 pismo court 92109
str-05621l,2169 bacon st 92107
str-04101l,616 prospect st jolla ca 92037
str-00689l,1811 bancroft st 92102
str-03038l,2083 froude st 92107
str-06229l,1330 washington pl 92103
str-06237l,1080 park blvd #607 92101
str-06401l,5244 chelsea st 92037
str-06543l,1528 beryl st 92109
str-06705l,6140 galante place 92130
str-00479l,3006 fir st 92102
str-03357l,833 portsmouth court 92109
str-04015l,2715 ramfos pl 92139
str-06033l,121 university ave 92103
str-03971l,4461 ocean blvd #51 92119
str-05684l,15572 paseo del sur 92127
str-04189l,9805 black gold rd 92037
str-01035l,1145 emerald st 92109
str-03764l,3847 sequoia st 92109
str-06223l,3581 milagros st 92123
str-06358l,2047 beryl st 92109
str-06366l,3020 erie st 92117
str-00037l,6300 scimitar dr 92114
str-00202l,3115 owen st 92106
str-00389l,5764 waverly ave 92037
str-03322l,4359 rialto st 92107
str-05685l,840 pacific beach dr 92109
str-00384l,3961 lamont st 92109
str-05280l,12693 via colmenar 92129
str-06027l,1020 law st 92109
str-05597l,8309 torrey park trails 92129
str-01272l,813 jersey court 92109
str-05652l,150 j st #704 92101
str-05656l,527 24th st 92102
str-00288l,7404 cabrillo ave 92037
str-02720l,3523 sydney pl #b 92116
str-02832l,2440 c st 92102
str-06126l,5545 san onofre trails 92114
str-06134l,3929 pringle st 92103
str-01093l,3428 granada ave 92104
str-06045l,717 dover court #.5 92109
str-06097l,3562 clairemont mesa blvd 92117
str-03442l,3642 florida st 92104
str-07009l,1127 1127 chalcedony st 92109
str-07025l,744 40th st 92102
str-07083l,3104 e orleans 92110
str-07098l,5618 bellevue ave 92037
str-03972l,729 salem court 92109
str-06727l,2890 torrey pines road 92037
str-06762l,4279 fanuel st 92109
str-06770l,3212 31st st 92104
str-07146l,4629 narragansett ave 92107
str-07278l,4831 ocana pl 92124
str-04104l,5918 germaine ln 92037
str-03959l,416 w robinson ave 92103
str-04558l,2877 gunn st 92104
str-02921l,1921 monroe ave 92116
str-05607l,760 ne 05 ave #d 92101
str-04835l,724 tangiers court 92109
str-02694l,1435 33rd st 92102
str-00690l,4578 brighton ave 92107
str-00745l,927 927 armada ter 92106
str-02897l,2240 f st #n/a 92102
str-06127l,4343 adams ave 92116
str-01374l,744 island court #92109 92109
str-01917l,2636 strandway 92109
str-04697l,2408 romney rd 92109
str-02367l,2856 mission blvd 92109
str-03731l,3074 marlborough ave 92105
str-03955l,3777 ocean front walk 92109
str-04117l,4569 hilltop dr #2 92102
str-00771l,205 w date st 92101
str-05881l,311 gravilla st 92037
str-03458l,374 playa del norte st #374 92037
str-02374l,3885 riviera dr #c 92109
str-04364l,2357 02nd ave 92101
str-00543l,1458 torrey pines rd 92037
str-01064l,722 cohasset court 92109
str-05651l,3773 42nd st 92105
